num_students,event_attendance,time,day,temperature,campus_block,event_type,room_capacity,historical_occupancy,energy_consumption,traffic_level,resource_availability
1092,89,10:00,Sunday,22.8,Block C,Cultural,350,120,101.73,80.5,0.657
951,247,14:00,Tuesday,14.3,Auditorium,Seminar,1000,285,310.25,100.0,0.715
560,0,15:00,Wednesday,16.7,Block C,None,350,14,39.23,4.2,0.96
1146,77,16:00,Monday,19.5,Canteen,Lecture,250,47,104.44,68.38,0.812
185,589,18:00,Thursday,27.3,Library,Large Event,300,170,78.69,100.0,0.433
606,172,20:00,Monday,24.6,Canteen,Workshop,250,40,63.49,98.0,0.84
340,597,19:00,Tuesday,17.9,Auditorium,Large Event,1000,302,203.44,100.0,0.698
976,104,16:00,Tuesday,34.0,Canteen,Seminar,250,62,123.32,91.78,0.752
675,295,09:00,Wednesday,39.4,Library,Lecture,300,76,90.24,100.0,0.747
295,89,19:00,Sunday,23.5,Canteen,Lecture,250,19,28.36,50.2,0.924
371,0,10:00,Tuesday,31.9,Parking Area,None,600,8,14.59,3.36,0.987
391,157,17:00,Thursday,22.5,Parking Area,Lecture,600,66,26.49,100.0,0.89
1155,0,18:00,Wednesday,31.5,Canteen,None,250,13,103.5,5.07,0.948
105,0,20:00,Sunday,35.7,Auditorium,None,1000,2,12.66,0.6,0.998
833,52,19:00,Friday,23.1,Parking Area,Workshop,600,51,31.57,57.82,0.915
680,0,12:00,Friday,28.2,Auditorium,None,1000,26,79.58,7.8,0.974
199,43,08:00,Saturday,33.9,Block C,Exam,350,25,26.94,37.7,0.929
1034,0,07:00,Thursday,17.7,Canteen,None,250,10,73.97,3.0,0.96
661,0,08:00,Saturday,22.1,Parking Area,None,600,13,21.72,7.1,0.978
911,0,17:00,Wednesday,32.3,Parking Area,None,600,17,36.09,9.28,0.972
102,129,14:00,Monday,15.7,Block A,Seminar,400,75,48.65,87.0,0.812
803,0,20:00,Monday,39.7,Block A,None,400,13,70.12,3.9,0.968
282,0,18:00,Sunday,14.9,Block A,None,400,6,23.69,2.34,0.985
372,93,08:00,Friday,27.8,Block B,Lecture,500,53,55.67,81.12,0.894
410,230,16:00,Saturday,24.4,Block C,Seminar,350,128,82.44,100.0,0.634
886,199,13:00,Wednesday,34.2,Block B,Seminar,500,196,214.47,100.0,0.608
683,33,20:00,Sunday,30.4,Block B,Workshop,500,50,77.99,31.5,0.9
902,0,11:00,Saturday,13.5,Library,None,300,19,54.74,5.7,0.937
593,275,17:00,Friday,14.0,Auditorium,Lecture,1000,160,178.12,100.0,0.84
370,218,20:00,Sunday,27.9,Block C,Cultural,350,77,54.59,100.0,0.78
249,28,16:00,Monday,12.4,Canteen,Lecture,250,13,32.66,23.27,0.948
686,276,19:00,Thursday,23.9,Canteen,Lecture,250,50,71.14,100.0,0.8
668,62,11:00,Monday,26.3,Library,Workshop,300,55,58.87,47.5,0.817
235,0,11:00,Saturday,24.2,Library,None,300,5,12.79,1.5,0.983
989,0,08:00,Thursday,29.1,Block B,None,500,28,90.81,10.92,0.944
344,26,18:00,Tuesday,31.6,Parking Area,Seminar,600,24,20.59,36.76,0.96
630,105,12:00,Tuesday,33.0,Library,Lecture,300,57,60.6,69.6,0.81
160,191,19:00,Thursday,19.6,Block A,Seminar,400,75,41.74,100.0,0.812
1116,253,15:00,Wednesday,13.6,Library,Workshop,300,130,116.55,100.0,0.567
310,0,16:00,Saturday,32.2,Block B,None,500,10,32.27,3.9,0.98
125,325,07:00,Thursday,22.2,Block A,Large Event,400,137,60.68,100.0,0.657
958,0,10:00,Wednesday,19.0,Canteen,None,250,15,76.18,4.5,0.94
863,0,08:00,Friday,30.9,Canteen,None,250,10,79.58,3.9,0.96
921,55,14:00,Sunday,19.9,Library,Cultural,300,81,71.22,51.8,0.73
855,122,11:00,Friday,34.0,Library,Lecture,300,65,79.83,80.5,0.783
1110,120,18:00,Friday,33.3,Block C,Workshop,350,91,122.37,100.0,0.74
809,0,17:00,Sunday,31.4,Auditorium,None,1000,27,101.4,10.53,0.973
729,73,10:00,Friday,39.5,Canteen,Workshop,250,34,105.71,46.7,0.864
290,42,10:00,Sunday,26.6,Block B,Seminar,500,48,44.7,35.4,0.904
295,0,15:00,Tuesday,29.8,Parking Area,None,600,6,12.02,2.52,0.99
367,141,11:00,Wednesday,35.8,Block A,Lecture,400,80,76.91,94.5,0.8
751,251,11:00,Tuesday,14.1,Canteen,Seminar,250,95,131.57,100.0,0.62
316,0,09:00,Thursday,25.0,Library,None,300,5,17.54,1.95,0.983
731,0,14:00,Wednesday,35.9,Canteen,None,250,12,80.36,3.6,0.952
182,310,20:00,Sunday,21.2,Block C,Large Event,350,118,52.74,100.0,0.663
200,173,11:00,Sunday,39.7,Block C,Lecture,350,67,56.22,100.0,0.809
611,68,14:00,Monday,34.5,Auditorium,Workshop,1000,101,150.95,64.3,0.899
555,86,10:00,Sunday,23.2,Canteen,Seminar,250,43,56.14,55.9,0.828
630,58,07:00,Monday,17.5,Block A,Workshop,400,48,54.22,43.4,0.88
779,82,07:00,Thursday,13.4,Block A,Exam,400,79,87.02,64.7,0.802
160,215,17:00,Thursday,16.8,Parking Area,Lecture,600,62,21.38,100.0,0.897
404,37,16:00,Friday,29.3,Block C,Lecture,350,34,39.26,37.31,0.903
279,163,13:00,Tuesday,23.7,Library,Lecture,300,55,31.39,98.0,0.817
139,215,19:00,Saturday,22.1,Block B,Workshop,500,78,41.56,100.0,0.844
895,158,09:00,Monday,20.9,Library,Lecture,300,73,72.83,100.0,0.757
1066,0,15:00,Wednesday,33.5,Canteen,None,250,18,107.38,5.4,0.928
593,0,11:00,Friday,34.9,Block A,None,400,17,55.24,5.1,0.958
895,201,20:00,Sunday,16.9,Block B,Workshop,500,121,122.26,100.0,0.758
157,200,16:00,Friday,16.0,Parking Area,Seminar,600,84,26.25,100.0,0.86
1108,297,11:00,Tuesday,25.7,Canteen,Exam,250,144,168.31,100.0,0.424
1078,0,07:00,Wednesday,37.7,Block B,None,500,22,103.5,6.6,0.956
762,0,07:00,Monday,16.1,Parking Area,None,600,11,24.48,4.62,0.982
847,237,12:00,Saturday,38.4,Block A,Large Event,400,205,206.38,100.0,0.488
422,0,18:00,Thursday,34.2,Block C,None,350,8,32.4,3.12,0.977
830,134,17:00,Friday,34.8,Block B,Seminar,500,116,153.83,100.0,0.768
103,0,18:00,Friday,23.0,Block C,None,350,2,6.04,0.78,0.994
751,0,19:00,Friday,18.2,Block A,None,400,13,45.83,3.9,0.968
259,0,10:00,Wednesday,39.5,Block B,None,500,8,31.96,2.4,0.984
787,428,07:00,Wednesday,17.9,Block A,Large Event,400,208,132.83,100.0,0.48
102,0,07:00,Thursday,24.3,Canteen,None,250,1,7.14,0.3,0.996
875,199,15:00,Thursday,14.8,Auditorium,Lecture,1000,160,203.85,100.0,0.84
561,103,14:00,Monday,34.4,Parking Area,Seminar,600,74,43.58,100.0,0.877
251,195,09:00,Thursday,16.5,Block C,Cultural,350,102,64.2,100.0,0.709
1088,35,13:00,Saturday,16.6,Block A,Lecture,400,103,120.37,48.4,0.742
489,0,13:00,Saturday,27.5,Block A,None,400,17,39.15,5.1,0.958
586,0,08:00,Monday,23.0,Parking Area,None,600,10,18.6,5.46,0.983
975,64,11:00,Sunday,30.5,Block A,Lecture,400,93,116.79,59.9,0.767
697,0,08:00,Thursday,35.6,Block A,None,400,14,65.0,5.46,0.965
642,66,17:00,Friday,22.9,Auditorium,Exam,1000,108,122.48,85.02,0.892
639,245,14:00,Wednesday,18.3,Block B,Lecture,500,174,138.45,100.0,0.652
298,63,17:00,Wednesday,34.6,Canteen,Seminar,250,20,43.1,48.75,0.92
892,287,13:00,Friday,31.2,Block B,Workshop,500,251,219.33,100.0,0.498
261,222,20:00,Saturday,13.0,Block B,Lecture,500,70,56.15,100.0,0.86
401,81,19:00,Thursday,16.8,Library,Seminar,300,34,30.79,50.7,0.887
187,0,13:00,Monday,39.7,Canteen,None,250,2,21.63,0.6,0.992
628,0,12:00,Saturday,37.6,Parking Area,None,600,14,30.36,5.88,0.977
665,286,14:00,Sunday,12.3,Auditorium,Workshop,1000,229,235.64,100.0,0.771
948,96,09:00,Friday,28.5,Canteen,Lecture,250,46,93.97,80.34,0.816
306,166,20:00,Friday,36.6,Block A,Workshop,400,60,55.28,100.0,0.85
1068,39,09:00,Wednesday,23.3,Parking Area,Lecture,600,59,42.2,67.7,0.902
778,0,18:00,Tuesday,13.4,Auditorium,None,1000,21,92.08,8.19,0.979
720,0,11:00,Wednesday,35.6,Block C,None,350,19,57.9,5.7,0.946
715,0,18:00,Thursday,33.7,Canteen,None,250,7,72.76,2.73,0.972
484,246,10:00,Sunday,23.4,Library,Workshop,300,88,54.72,100.0,0.707
1155,281,08:00,Wednesday,31.9,Block C,Large Event,350,163,164.15,100.0,0.534
159,108,10:00,Sunday,17.6,Library,Exam,300,44,25.55,67.2,0.853
507,160,12:00,Sunday,25.0,Block A,Exam,400,134,99.83,100.0,0.665
862,0,14:00,Friday,24.5,Parking Area,None,600,23,30.58,9.66,0.962
434,152,18:00,Sunday,31.3,Library,Lecture,300,41,44.54,100.0,0.863
538,313,17:00,Tuesday,31.0,Block B,Large Event,500,215,180.57,100.0,0.57
118,442,09:00,Saturday,16.8,Block A,Large Event,400,227,119.64,100.0,0.432
725,564,18:00,Saturday,19.7,Library,Large Event,300,207,106.65,100.0,0.31
1055,0,11:00,Saturday,26.6,Auditorium,None,1000,40,116.01,12.0,0.96
866,164,11:00,Saturday,15.0,Block A,Lecture,400,146,141.67,100.0,0.635
667,0,11:00,Saturday,31.9,Parking Area,None,600,15,27.48,6.3,0.975
592,49,19:00,Sunday,34.5,Block B,Lecture,500,39,66.0,36.2,0.922
152,0,17:00,Thursday,39.9,Parking Area,None,600,2,7.4,1.09,0.997
488,195,18:00,Saturday,18.2,Auditorium,Seminar,1000,120,122.33,100.0,0.88
714,107,20:00,Saturday,36.5,Parking Area,Lecture,600,41,38.0,92.12,0.932
474,191,17:00,Monday,18.2,Block B,Seminar,500,134,112.52,100.0,0.732
778,210,11:00,Friday,20.2,Auditorium,Seminar,1000,232,206.01,100.0,0.768
245,261,10:00,Friday,15.4,Canteen,Workshop,250,63,56.58,100.0,0.748
408,0,09:00,Tuesday,21.6,Auditorium,None,1000,16,41.48,6.24,0.984
469,0,19:00,Monday,25.7,Auditorium,None,1000,11,42.53,3.3,0.989
1025,0,11:00,Tuesday,33.3,Parking Area,None,600,24,47.47,10.08,0.96
280,86,16:00,Thursday,29.7,Auditorium,Seminar,1000,68,82.73,82.42,0.932
1193,0,10:00,Saturday,22.4,Auditorium,None,1000,49,123.89,14.7,0.951
136,22,17:00,Saturday,19.0,Canteen,Lecture,250,8,13.89,17.42,0.968
1130,0,16:00,Wednesday,16.7,Block B,None,500,38,97.52,14.82,0.924
1165,288,12:00,Thursday,36.9,Block C,Lecture,350,174,182.96,100.0,0.503
485,104,19:00,Thursday,12.5,Auditorium,Lecture,1000,60,96.72,70.0,0.94
1133,106,08:00,Wednesday,31.9,Block B,Seminar,500,125,161.11,100.0,0.75
1195,0,16:00,Monday,28.6,Parking Area,None,600,27,46.75,14.74,0.955
337,0,13:00,Thursday,22.6,Canteen,None,250,5,24.99,1.5,0.98
119,0,11:00,Thursday,30.5,Block B,None,500,4,11.15,1.2,0.992
957,73,15:00,Saturday,29.3,Library,Seminar,300,73,88.33,58.4,0.757
509,0,19:00,Wednesday,35.3,Auditorium,None,1000,12,58.87,3.6,0.988
180,0,15:00,Thursday,37.5,Auditorium,None,1000,6,24.63,1.8,0.994
282,0,08:00,Sunday,28.1,Block B,None,500,6,23.7,2.34,0.988
307,151,17:00,Tuesday,24.8,Canteen,Lecture,250,37,42.95,100.0,0.852
457,0,20:00,Monday,35.9,Block A,None,400,8,38.62,2.4,0.98
294,43,07:00,Sunday,15.9,Auditorium,Seminar,1000,36,46.82,32.3,0.964
649,67,12:00,Sunday,21.6,Auditorium,Cultural,1000,138,140.22,74.9,0.862
889,0,18:00,Sunday,25.4,Auditorium,None,1000,24,95.34,9.36,0.976
220,0,20:00,Tuesday,14.9,Block B,None,500,5,16.92,1.5,0.99
471,214,19:00,Wednesday,29.1,Library,Seminar,300,61,43.62,100.0,0.797
367,267,14:00,Monday,36.9,Parking Area,Cultural,600,119,52.76,100.0,0.802
1174,0,19:00,Saturday,28.1,Parking Area,None,600,15,36.59,6.3,0.975
1163,287,18:00,Saturday,29.3,Parking Area,Exam,600,139,78.28,100.0,0.768
888,96,20:00,Sunday,27.6,Auditorium,Lecture,1000,84,127.41,73.2,0.916
1135,260,20:00,Thursday,36.3,Parking Area,Cultural,600,110,73.5,100.0,0.817
669,0,07:00,Friday,18.2,Block B,None,500,15,46.8,4.5,0.97
1009,0,19:00,Friday,24.5,Block B,None,500,24,68.59,7.2,0.952
136,72,13:00,Thursday,13.0,Block A,Cultural,400,46,34.4,49.8,0.885
723,280,15:00,Tuesday,30.3,Canteen,Workshop,250,88,118.8,100.0,0.648
556,0,20:00,Thursday,21.3,Canteen,None,250,6,35.01,1.8,0.976
1026,78,08:00,Sunday,30.4,Parking Area,Workshop,600,70,54.63,100.0,0.883
697,300,15:00,Wednesday,31.7,Parking Area,Cultural,600,163,71.52,100.0,0.728
938,254,11:00,Friday,17.5,Block B,Large Event,500,299,240.97,100.0,0.402
490,193,08:00,Sunday,23.6,Block B,Lecture,500,107,82.45,100.0,0.786
1022,0,14:00,Saturday,28.5,Library,None,300,18,61.14,5.4,0.94
199,241,20:00,Friday,25.5,Block A,Lecture,400,64,39.1,100.0,0.84
455,85,08:00,Thursday,30.4,Block B,Seminar,500,64,71.65,80.21,0.872
608,160,13:00,Wednesday,39.2,Auditorium,Lecture,1000,123,187.0,100.0,0.877
1149,173,20:00,Saturday,27.3,Auditorium,Workshop,1000,136,192.41,100.0,0.864
511,127,16:00,Saturday,20.1,Library,Workshop,300,59,47.97,100.0,0.803
464,277,15:00,Saturday,29.8,Parking Area,Workshop,600,119,44.9,100.0,0.802
954,293,11:00,Sunday,23.8,Library,Lecture,300,125,90.76,100.0,0.583
215,0,10:00,Wednesday,33.0,Auditorium,None,1000,7,28.53,2.1,0.993
227,0,18:00,Sunday,20.3,Block C,None,350,4,13.34,1.56,0.989
559,219,10:00,Friday,34.0,Canteen,Lecture,250,57,88.25,100.0,0.772
881,0,13:00,Thursday,38.8,Parking Area,None,600,20,42.83,8.4,0.967
614,0,10:00,Friday,36.3,Library,None,300,10,42.18,3.0,0.967
853,299,18:00,Friday,17.5,Block B,Exam,500,209,168.89,100.0,0.582
252,0,09:00,Tuesday,32.6,Auditorium,None,1000,8,32.32,3.12,0.992
366,102,16:00,Sunday,19.1,Block C,Workshop,350,63,49.39,90.87,0.82
760,0,16:00,Monday,33.7,Block B,None,500,22,72.33,8.58,0.956
833,57,19:00,Saturday,20.9,Block C,Lecture,350,49,58.37,43.2,0.86
426,232,15:00,Friday,23.3,Block A,Seminar,400,148,98.19,100.0,0.63
838,0,11:00,Tuesday,38.6,Parking Area,None,600,17,38.89,7.14,0.972
118,258,17:00,Wednesday,24.5,Library,Large Event,300,92,39.14,100.0,0.693
181,0,17:00,Wednesday,22.7,Library,None,300,3,9.04,1.17,0.99
679,32,15:00,Sunday,33.6,Block C,Workshop,350,56,74.88,32.8,0.84
494,0,12:00,Friday,14.3,Auditorium,None,1000,22,67.35,6.6,0.978
115,53,10:00,Saturday,29.6,Canteen,Workshop,250,15,20.17,31.0,0.94
991,0,17:00,Sunday,38.3,Canteen,None,250,11,103.59,4.29,0.956
177,64,08:00,Monday,17.0,Auditorium,Seminar,1000,44,47.56,58.76,0.956
629,0,13:00,Thursday,24.6,Canteen,None,250,10,51.44,3.0,0.96
1195,23,17:00,Saturday,29.3,Auditorium,Seminar,1000,124,194.39,63.31,0.876
832,457,08:00,Wednesday,34.0,Parking Area,Large Event,600,180,86.34,100.0,0.7
881,222,20:00,Saturday,12.9,Canteen,Exam,250,65,109.52,100.0,0.74
704,93,11:00,Saturday,36.8,Parking Area,Lecture,600,66,48.07,92.82,0.89
122,92,08:00,Monday,12.1,Parking Area,Lecture,600,23,10.61,96.28,0.962
804,0,10:00,Thursday,37.4,Block A,None,400,21,76.77,6.3,0.948
617,0,10:00,Monday,17.1,Block B,None,500,21,50.42,6.3,0.958
1044,57,11:00,Saturday,13.9,Canteen,Seminar,250,63,131.72,47.4,0.748
831,85,17:00,Saturday,18.6,Auditorium,Cultural,1000,133,163.19,100.0,0.867
1022,0,12:00,Friday,30.5,Block B,None,500,36,97.32,10.8,0.928
747,239,09:00,Monday,20.8,Library,Lecture,300,85,61.04,100.0,0.717
836,88,17:00,Saturday,21.3,Parking Area,Lecture,600,61,37.38,100.0,0.898
322,0,09:00,Saturday,29.0,Canteen,None,250,4,26.4,1.56,0.984
502,154,18:00,Saturday,14.1,Block B,Exam,500,110,103.79,100.0,0.78
929,128,07:00,Friday,19.3,Library,Workshop,300,59,58.71,81.7,0.803
849,220,10:00,Sunday,28.5,Parking Area,Seminar,600,129,60.78,100.0,0.785
912,206,15:00,Monday,30.6,Library,Lecture,300,96,87.49,100.0,0.68
1152,91,14:00,Tuesday,17.0,Library,Seminar,300,104,98.52,76.7,0.653
1090,203,07:00,Tuesday,33.3,Block B,Seminar,500,133,163.57,100.0,0.734
523,0,15:00,Sunday,22.1,Block B,None,500,18,40.81,5.4,0.964
763,0,08:00,Saturday,39.1,Block A,None,400,15,71.73,5.85,0.963
456,0,13:00,Saturday,22.6,Parking Area,None,600,11,14.55,4.62,0.982
870,134,15:00,Thursday,21.9,Block A,Lecture,400,130,101.77,100.0,0.675
113,276,09:00,Thursday,16.6,Auditorium,Exam,1000,181,143.41,100.0,0.819
422,0,12:00,Friday,32.1,Block B,None,500,15,43.56,4.5,0.97
332,0,14:00,Saturday,25.4,Canteen,None,250,5,27.68,1.5,0.98
599,42,09:00,Friday,28.6,Canteen,Lecture,250,26,66.1,37.44,0.896
440,0,11:00,Tuesday,26.5,Library,None,300,7,26.23,2.1,0.977
680,0,08:00,Tuesday,24.6,Parking Area,None,600,13,23.16,7.1,0.978
941,0,16:00,Tuesday,34.2,Block B,None,500,29,94.72,11.31,0.942
443,195,14:00,Friday,28.5,Parking Area,Lecture,600,86,38.62,100.0,0.857
1170,0,20:00,Friday,31.2,Block A,None,400,23,82.21,6.9,0.943
179,292,15:00,Sunday,15.3,Block B,Lecture,500,141,95.19,100.0,0.718
102,240,15:00,Thursday,22.4,Library,Workshop,300,82,34.2,100.0,0.727
1087,215,12:00,Friday,34.5,Block B,Cultural,500,252,247.37,100.0,0.496
374,0,11:00,Thursday,33.4,Library,None,300,7,25.16,2.1,0.977
936,151,10:00,Monday,31.9,Library,Exam,300,100,94.02,100.0,0.667
868,125,18:00,Sunday,20.8,Block A,Lecture,400,87,90.69,100.0,0.782
635,294,13:00,Friday,22.2,Parking Area,Workshop,600,156,55.2,100.0,0.74
1088,0,09:00,Wednesday,27.7,Canteen,None,250,12,92.62,4.68,0.952
915,90,20:00,Sunday,30.5,Library,Lecture,300,40,59.3,57.0,0.867
305,129,15:00,Thursday,34.0,Parking Area,Cultural,600,68,30.09,100.0,0.887
429,219,17:00,Monday,34.5,Parking Area,Seminar,600,87,40.82,100.0,0.855
231,154,10:00,Wednesday,14.2,Library,Lecture,300,47,33.26,91.1,0.843
1167,166,18:00,Friday,13.6,Auditorium,Workshop,1000,159,229.35,100.0,0.841
513,285,11:00,Tuesday,12.9,Auditorium,Lecture,1000,174,181.46,100.0,0.826
173,204,10:00,Saturday,12.0,Block B,Workshop,500,118,97.81,100.0,0.764
909,227,16:00,Tuesday,26.5,Canteen,Lecture,250,74,110.75,100.0,0.704
812,197,20:00,Wednesday,18.3,Block A,Workshop,400,108,92.16,100.0,0.73
634,109,13:00,Friday,15.0,Auditorium,Workshop,1000,140,165.82,96.5,0.86
627,475,20:00,Sunday,28.1,Block A,Large Event,400,204,120.56,100.0,0.49
598,193,19:00,Thursday,31.1,Library,Lecture,300,50,48.37,100.0,0.833
238,0,13:00,Saturday,34.1,Auditorium,None,1000,9,34.52,2.7,0.991
823,0,15:00,Friday,12.3,Canteen,None,250,12,76.25,3.6,0.952
800,58,15:00,Tuesday,25.3,Block A,Lecture,400,79,92.4,52.7,0.802
489,0,14:00,Saturday,17.6,Block C,None,350,14,30.95,4.2,0.96
611,0,20:00,Friday,22.0,Block B,None,500,14,38.97,4.2,0.972
1108,23,19:00,Sunday,27.2,Block A,Seminar,400,75,99.91,34.0,0.812
662,0,14:00,Tuesday,39.6,Library,None,300,12,50.13,3.6,0.96
362,47,15:00,Sunday,23.8,Block B,Seminar,500,66,56.54,43.3,0.868
457,254,08:00,Saturday,26.5,Block C,Lecture,350,89,65.99,100.0,0.746
306,0,12:00,Wednesday,29.2,Parking Area,None,600,7,12.71,2.94,0.988
802,0,12:00,Tuesday,26.0,Block B,None,500,31,75.43,9.3,0.938
920,163,14:00,Tuesday,28.0,Block C,Lecture,350,131,114.04,100.0,0.626
652,0,19:00,Tuesday,27.5,Canteen,None,250,6,47.91,1.8,0.976
406,262,19:00,Monday,16.9,Canteen,Cultural,250,46,53.56,100.0,0.816
1193,181,19:00,Thursday,20.4,Canteen,Workshop,250,57,101.64,100.0,0.772
434,0,07:00,Tuesday,34.8,Auditorium,None,1000,9,49.43,2.7,0.991
632,204,12:00,Friday,27.6,Auditorium,Seminar,1000,207,198.74,100.0,0.793
507,0,16:00,Friday,30.2,Auditorium,None,1000,15,58.55,5.85,0.985
1145,269,19:00,Saturday,24.5,Block C,Lecture,350,117,103.29,100.0,0.666
396,105,17:00,Sunday,38.0,Auditorium,Workshop,1000,72,113.65,96.33,0.928
246,240,09:00,Wednesday,18.4,Auditorium,Large Event,1000,173,143.28,100.0,0.827
909,158,14:00,Sunday,36.2,Block C,Workshop,350,119,136.66,100.0,0.66
476,31,09:00,Saturday,18.6,Auditorium,Lecture,1000,51,79.96,40.04,0.949
441,0,13:00,Monday,14.7,Parking Area,None,600,11,17.42,4.62,0.982
913,0,15:00,Sunday,39.9,Block A,None,400,26,97.96,7.8,0.935
898,178,10:00,Tuesday,32.7,Block A,Workshop,400,136,145.34,100.0,0.66
158,217,17:00,Wednesday,36.1,Library,Large Event,300,66,44.69,100.0,0.78
657,300,14:00,Tuesday,39.1,Canteen,Workshop,250,87,131.92,100.0,0.652
990,288,17:00,Saturday,26.9,Library,Lecture,300,105,90.06,100.0,0.65
1004,357,12:00,Thursday,19.3,Block B,Large Event,500,376,262.52,100.0,0.248
379,196,11:00,Thursday,27.0,Canteen,Seminar,250,63,64.14,100.0,0.748
118,240,19:00,Wednesday,28.7,Canteen,Lecture,250,33,26.2,100.0,0.868
995,222,10:00,Tuesday,32.0,Block B,Lecture,500,154,164.71,100.0,0.692
964,0,17:00,Tuesday,26.5,Block B,None,500,30,78.34,11.7,0.94
683,292,19:00,Wednesday,23.6,Parking Area,Seminar,600,103,38.69,100.0,0.828
1032,0,16:00,Thursday,19.6,Block C,None,350,27,65.03,10.53,0.923
1195,0,07:00,Tuesday,39.2,Block A,None,400,21,105.41,6.3,0.948
576,66,09:00,Monday,25.8,Auditorium,Seminar,1000,88,112.98,77.22,0.912
860,257,18:00,Sunday,12.9,Canteen,Lecture,250,64,118.98,100.0,0.744
903,0,08:00,Friday,25.2,Block B,None,500,25,78.39,9.75,0.95
125,82,19:00,Saturday,19.0,Canteen,Lecture,250,13,14.33,44.9,0.948
507,255,18:00,Sunday,14.6,Parking Area,Cultural,600,96,41.83,100.0,0.84
739,185,09:00,Saturday,32.4,Auditorium,Seminar,1000,157,191.37,100.0,0.843
711,0,10:00,Wednesday,36.9,Block A,None,400,19,67.23,5.7,0.953
989,0,12:00,Monday,16.7,Block A,None,400,33,81.46,9.9,0.917
186,0,16:00,Sunday,31.3,Canteen,None,250,2,16.69,0.78,0.992
422,0,14:00,Monday,31.2,Canteen,None,250,6,43.14,1.8,0.976
222,202,17:00,Tuesday,31.6,Canteen,Workshop,250,45,48.48,100.0,0.82
811,0,19:00,Thursday,32.5,Block B,None,500,18,69.43,5.4,0.964
180,0,14:00,Saturday,24.3,Parking Area,None,600,4,6.6,1.68,0.993
812,185,18:00,Thursday,19.7,Block B,Workshop,500,140,115.28,100.0,0.72
1187,0,09:00,Thursday,20.3,Library,None,300,20,64.67,7.8,0.933
1136,214,18:00,Tuesday,36.7,Block A,Seminar,400,134,170.44,100.0,0.665
229,0,17:00,Friday,34.9,Library,None,300,3,16.31,1.17,0.99
679,185,13:00,Saturday,21.0,Canteen,Workshop,250,83,94.34,100.0,0.668
365,291,20:00,Monday,17.7,Block A,Large Event,400,129,78.99,100.0,0.677
895,270,15:00,Friday,31.6,Library,Workshop,300,119,108.67,100.0,0.603
126,126,17:00,Thursday,38.0,Library,Seminar,300,35,25.41,95.55,0.883
951,0,20:00,Wednesday,34.2,Parking Area,None,600,14,37.02,5.88,0.977
244,0,20:00,Wednesday,14.2,Library,None,300,3,13.85,0.9,0.99
1188,217,10:00,Tuesday,26.7,Block A,Seminar,400,201,185.3,100.0,0.498
950,74,19:00,Saturday,28.1,Block B,Workshop,500,78,96.74,60.4,0.844
441,112,15:00,Thursday,26.1,Auditorium,Exam,1000,129,122.11,94.7,0.871
821,181,15:00,Wednesday,35.7,Library,Lecture,300,71,88.79,100.0,0.763
592,299,10:00,Thursday,33.4,Canteen,Seminar,250,90,114.61,100.0,0.64
913,20,18:00,Monday,39.5,Auditorium,Lecture,1000,59,158.19,36.01,0.941
554,0,10:00,Sunday,20.8,Block C,None,350,15,31.28,4.5,0.957
1147,0,15:00,Friday,37.9,Canteen,None,250,16,125.43,4.8,0.936
642,0,12:00,Friday,19.0,Block C,None,350,19,44.29,5.7,0.946
545,59,18:00,Wednesday,34.2,Library,Lecture,300,29,49.79,49.66,0.903
295,173,07:00,Saturday,34.6,Parking Area,Seminar,600,45,23.63,100.0,0.925
989,233,20:00,Monday,36.4,Canteen,Lecture,250,48,124.76,100.0,0.808
883,47,11:00,Friday,13.2,Library,Exam,300,67,78.47,43.6,0.777
413,45,17:00,Saturday,39.9,Library,Seminar,300,29,43.09,40.56,0.903
554,241,11:00,Sunday,23.0,Library,Lecture,300,91,58.81,100.0,0.697
917,154,08:00,Thursday,26.1,Library,Seminar,300,75,73.39,100.0,0.75
505,269,13:00,Saturday,28.0,Block B,Lecture,500,145,112.77,100.0,0.71
246,0,11:00,Sunday,24.0,Library,None,300,4,12.34,1.2,0.987
967,207,12:00,Tuesday,21.0,Block A,Seminar,400,204,146.51,100.0,0.49
816,0,16:00,Sunday,39.7,Block C,None,350,18,73.33,7.02,0.949
578,122,17:00,Wednesday,16.4,Block A,Exam,400,105,89.56,100.0,0.738
402,0,20:00,Sunday,35.0,Parking Area,None,600,6,15.72,2.52,0.99
1064,0,07:00,Wednesday,17.9,Block A,None,400,21,68.73,6.3,0.948
1089,92,18:00,Saturday,30.7,Library,Seminar,300,59,91.88,82.81,0.803
448,0,07:00,Wednesday,17.6,Library,None,300,5,21.43,1.5,0.983
117,54,13:00,Saturday,19.6,Auditorium,Workshop,1000,49,40.04,41.7,0.951
699,0,20:00,Saturday,22.8,Canteen,None,250,7,46.11,2.1,0.972
746,0,14:00,Sunday,28.7,Parking Area,None,600,19,30.07,7.98,0.968
144,40,10:00,Friday,20.5,Auditorium,Workshop,1000,34,33.61,30.2,0.966
820,201,17:00,Wednesday,18.6,Block A,Lecture,400,129,111.53,100.0,0.677
627,0,13:00,Sunday,39.7,Canteen,None,250,10,69.04,3.0,0.96
904,0,17:00,Tuesday,14.5,Block B,None,500,24,86.8,9.36,0.952
565,233,10:00,Friday,16.3,Library,Exam,300,118,76.49,100.0,0.607
369,125,17:00,Tuesday,28.3,Block C,Lecture,350,56,46.9,100.0,0.84
